ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,Cluster
7641,Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Setuju,Sangat Setuju,Netral,Netral,4
7642,Buku Non-Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Alat Seni,Setuju,Setuju,Tidak Setuju,Sangat Setuju,0
7643,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7644,Komik,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,2
7645,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Netral,Tidak Setuju,Tidak Setuju,0
7646,Alat Kantor/Sekolah,Toko Gramedia,Hiburan atau relaksasi,Lifestyle,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Netral,Netral,1
7647,Buku Anak,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,3
7648,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Netral,Sangat Tidak Setuju,Netral,Sangat Setuju,1
7649,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Setuju,0
7650,Alat Seni,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
7651,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Alat Seni,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,3
7652,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Seni,Alat Seni,Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,2
7653,Buku Anak,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,0
7654,Buku Non-Fiksi,Toko Gramedia,Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju,1
7655,Novel Fiksi,Website Gramedia.com,Kado atau hadiah,Lifestyle,Daily needs,Netral,Netral,Sangat Setuju,Tidak Setuju,4
7656,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Literasi,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju,1
7657,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Netral,Tidak Setuju,Sangat Setuju,Setuju,0
7658,Alat Seni,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Tidak Setuju,Netral,Tidak Setuju,Setuju,2
7659,Edukasi,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju,4
7660,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Daily needs,Sangat Setuju,Tidak Setuju,Setuju,Sangat Setuju,3
7661,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju,1
7662,Novel Fiksi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Setuju,Sangat Setuju,Tidak Setuju,Setuju,0
7663,Buku Anak,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,2
7664,Alat Seni,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,3
7665,Buku Anak,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Self Wear,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,3
7666,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Setuju,Netral,Setuju,Tidak Setuju,4
7667,Buku Non-Fiksi,Aplikasi Gramedia.com,Kado atau hadiah,Literasi,Daily needs,Sangat Tidak Setuju,Setuju,Tidak Setuju,Tidak Setuju,0
7668,Novel Fiksi,Toko alat tulis lainnya,Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
7669,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Seni,Self Wear,Sangat Setuju,Setuju,Tidak Setuju,Setuju,3
7670,Alat Kantor/Sekolah,Website Gramedia.com,Kado atau hadiah,Literasi,edukasi,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,0
7671,Novel Fiksi,Website Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Alat Seni,Sangat Setuju,Setuju,Setuju,Setuju,1
7672,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Sangat Tidak Setuju,Netral,Tidak Setuju,Tidak Setuju,1
7673,Alat Kantor/Sekolah,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,2
7674,Buku Non-Fiksi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju,1
7675,Novel Fiksi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Setuju,Setuju,Tidak Setuju,Tidak Setuju,4
7676,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,3
7677,Novel Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Daily needs,Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju,0
7678,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
7679,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,4
7680,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Setuju,Setuju,Sangat Tidak Setuju,Setuju,3
7681,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Seni,Alat Seni,Netral,Tidak Setuju,Netral,Sangat Tidak Setuju,0
7682,Buku Non-Fiksi,Toko Gramedia,Menambah pengetahuan,Lifestyle,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,4
7683,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,Self Wear,Netral,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,4
7684,Alat Seni,Toko buku independen lainnya,Kado atau hadiah,Lifestyle,Self Wear,Netral,Setuju,Sangat Setuju,Tidak Setuju,1
7685,Sport & mainanan,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Daily needs,Netral,Sangat Setuju,Netral,Sangat Tidak Setuju,3
7686,Alat Seni,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Sangat Tidak Setuju,Setuju,Sangat Setuju,Setuju,1
7687,Komik,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Netral,Setuju,Tidak Setuju,2
7688,Buku Anak,Toko Gramedia,Hiburan atau relaksasi,Seni,edukasi,Sangat Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,3
7689,Alat Kantor/Sekolah,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju,3
7690,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,edukasi,Tidak Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju,4
7691,Alat Seni,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,Daily needs,Sangat Setuju,Setuju,Setuju,Setuju,4
7692,Edukasi,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Setuju,Sangat Setuju,Tidak Setuju,4
7693,Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7694,Buku Anak,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Literasi,Self Wear,Sangat Setuju,Sangat Setuju,Tidak Setuju,Netral,3
7695,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Setuju,1
7696,Novel Fiksi,Website Gramedia.com,Hiburan atau relaksasi,Literasi,Daily needs,Netral,Sangat Setuju,Sangat Tidak Setuju,Netral,2
7697,Buku Anak,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Tidak Setuju,Netral,Netral,Setuju,0
7698,Edukasi,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Sangat Tidak Setuju,Tidak Setuju,Setuju,Netral,2
7699,Novel Fiksi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Seni,edukasi,Netral,Tidak Setuju,Sangat Setuju,Sangat Setuju,4
7700,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju,3
7701,Buku Non-Fiksi,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Literasi,Alat Seni,Sangat Setuju,Setuju,Netral,Tidak Setuju,4
7702,Novel Fiksi,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7703,Sport & mainanan,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju,1
7704,Sport & mainanan,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Alat Seni,Setuju,Tidak Setuju,Sangat Setuju,Setuju,1
7705,Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Netral,Setuju,Setuju,Sangat Tidak Setuju,0
7706,Komik,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Alat Seni,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,4
7707,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju,0
7708,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju,0
7709,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,0
7710,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Daily needs,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
7711,Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,1
7712,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Tidak Setuju,Setuju,Netral,Tidak Setuju,0
7713,Sport & mainanan,Website Gramedia.com,Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Setuju,Setuju,Netral,Tidak Setuju,1
7714,Buku Non-Fiksi,Toko alat tulis lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Setuju,Netral,2
7715,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Seni,Self Wear,Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral,3
7716,Edukasi,Toko Gramedia,Hiburan atau relaksasi,Literasi,edukasi,Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,0
7717,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,2
7718,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Netral,Tidak Setuju,Tidak Setuju,Setuju,0
7719,Alat Kantor/Sekolah,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju,0
7720,Novel Fiksi,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Setuju,Netral,1
7721,Novel Fiksi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,2
7722,Buku Anak,Toko Gramedia,Hiburan atau relaksasi,Seni,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7723,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Alat Seni,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju,4
7724,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Netral,Tidak Setuju,Netral,Setuju,0
7725,Edukasi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Setuju,Tidak Setuju,Netral,Tidak Setuju,0
7726,Alat Seni,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7727,Buku Non-Fiksi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Netral,Sangat Tidak Setuju,Setuju,2
7728,Buku Non-Fiksi,Aplikasi Gramedia.com,Kado atau hadiah,Seni,Self Wear,Netral,Netral,Sangat Setuju,Setuju,1
7729,Buku Non-Fiksi,Toko Gramedia,Menambah pengetahuan,Seni,edukasi,Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,0
7730,Sport & mainanan,Toko Gramedia,Kado atau hadiah,Lifestyle,Alat Seni,Netral,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,1
7731,Edukasi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Seni,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Netral,Netral,2
7732,Alat Seni,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Netral,Sangat Tidak Setuju,Netral,Setuju,1
7733,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju,0
7734,Alat Seni,Toko Gramedia,Hiburan atau relaksasi,Seni,Alat Seni,Netral,Tidak Setuju,Netral,Tidak Setuju,4
7735,Sport & mainanan,Website Gramedia.com,Menambah pengetahuan,Seni,Daily needs,Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
7736,Alat Kantor/Sekolah,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Setuju,Netral,Tidak Setuju,Tidak Setuju,2
7737,Komik,Toko Gramedia,Kado atau hadiah,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,1
7738,Buku Non-Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Netral,Tidak Setuju,Netral,Tidak Setuju,0
7739,Buku Non-Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Netral,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,1
7740,Novel Fiksi,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,1
7741,Sport & mainanan,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle,Daily needs,Sangat Tidak Setuju,Netral,Sangat Setuju,Netral,1
7742,Buku Anak,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,2
7743,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
7744,Sport & mainanan,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,1
7745,Buku Non-Fiksi,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Netral,Sangat Setuju,Sangat Setuju,Sangat Setuju,3
7746,Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju,0
7747,Buku Anak,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,3
7748,Novel Fiksi,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Netral,Sangat Setuju,Netral,Setuju,1
7749,Sport & mainanan,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,1
7750,Alat Seni,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,0
7751,Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju,3
7752,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Netral,Tidak Setuju,Tidak Setuju,Netral,0
7753,Buku Anak,Aplikasi Gramedia.com,Hiburan atau relaksasi,Seni,Self Wear,Sangat Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju,1
7754,Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah,Lifestyle,edukasi,Sangat Setuju,Setuju,Sangat Setuju,Setuju,4
7755,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Daily needs,Netral,Setuju,Sangat Setuju,Sangat Tidak Setuju,0
7756,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Sangat Setuju,Setuju,Sangat Setuju,Setuju,4
7757,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Netral,Sangat Tidak Setuju,Netral,Setuju,1
7758,Edukasi,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,3
7759,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju,1
7760,Alat Seni,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,2
7761,Edukasi,Toko Gramedia,Hiburan atau relaksasi,Aktivitas Rekreasional,Daily needs,Sangat Setuju,Netral,Tidak Setuju,Setuju,0
7762,Komik,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,0
7763,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,2
7764,Alat Kantor/Sekolah,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Netral,Setuju,Tidak Setuju,Netral,0
7765,Alat Seni,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,3
7766,Buku Anak,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju,2
7767,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni,Netral,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,0
7768,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Alat Seni,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,4
7769,Alat Seni,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,4
7770,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Setuju,Sangat Setuju,Setuju,1
7771,Buku Non-Fiksi,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Netral,Setuju,Sangat Setuju,Netral,1
7772,Buku Non-Fiksi,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Literasi,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,2
7773,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,0
7774,Komik,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
7775,Edukasi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Seni,Alat Seni,Setuju,Tidak Setuju,Sangat Setuju,Setuju,0
7776,Komik,Toko buku independen lainnya,Menambah pengetahuan,Lifestyle,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,1
7777,Alat Kantor/Sekolah,Toko alat tulis lainnya,Hiburan atau relaksasi,Seni,Self Wear,Sangat Setuju,Tidak Setuju,Tidak Setuju,Netral,3
7778,Alat Seni,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Daily needs,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju,1
7779,Komik,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Literasi,edukasi,Netral,Setuju,Netral,Sangat Setuju,0
7780,Buku Anak,Website Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Netral,Sangat Setuju,4
