Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
Alat Seni;Buku Non-Fiksi;Komik,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Lifestyle,Self Wear,Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,3
Edukasi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle;Literasi,Daily needs;Self Wear;edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,5
Alat Kantor/Sekolah;Buku Non-Fiksi;Novel Fiksi,Website Gramedia.com,Kado atau hadiah;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,3
Edukasi;Komik,Website Gramedia.com,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle,Self Wear,Setuju,Netral,Tidak Setuju,Netral,4
Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear;edukasi,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,1
Alat Kantor/Sekolah;Alat Seni;Komik,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Literasi;Seni,edukasi,Setuju,Netral,Setuju,Netral,1
Sport & mainanan,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear,Setuju,Tidak Setuju,Setuju,Sangat Setuju,1
Alat Kantor/Sekolah;Buku Anak;Komik,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Untuk mengekspresikan kreativitas,Lifestyle;Literasi,Self Wear;edukasi,Sangat Tidak Setuju,Setuju,Netral,Setuju,3
Alat Kantor/Sekolah;Komik,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle;Literasi,Daily needs,Tidak Setuju,Netral,Netral,Sangat Setuju,1
Alat Seni,Toko Gramedia,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi;Seni,Self Wear;edukasi,Sangat Setuju,Netral,Netral,Sangat Setuju,1
Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle;Literasi;Seni,Self Wear,Netral,Netral,Setuju,Sangat Setuju,1
Alat Kantor/Sekolah;Alat Seni;Komik,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Alat Seni;Self Wear;edukasi,Netral,Tidak Setuju,Netral,Netral,4
Alat Seni;Edukasi,Toko buku independen lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional,Daily needs;Self Wear;edukasi,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju,1
Alat Kantor/Sekolah;Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi,Self Wear,Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju,0
Buku Anak;Komik;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional,Alat Seni;Self Wear,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,5
Alat Seni;Buku Anak;Buku Non-Fiksi,Toko alat tulis lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Lifestyle;Literasi,Self Wear,Netral,Sangat Setuju,Sangat Tidak Setuju,Setuju,5
Alat Kantor/Sekolah;Novel Fiksi,Toko alat tulis lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Literasi;Seni,Alat Seni;Self Wear,Sangat Tidak Setuju,Setuju,Tidak Setuju,Tidak Setuju,2
Alat Seni,Website Gramedia.com,"Hiburan atau relaksasi;Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju,2
Buku Anak;Edukasi;Komik,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional;Lifestyle;Seni,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Edukasi;Sport & mainanan,Toko buku independen lainnya,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear;edukasi,Sangat Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,1
Sport & mainanan,Toko Gramedia,Menambah pengetahuan;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Lifestyle,edukasi,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,2
Edukasi,Toko alat tulis lainnya,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi;Seni,Self Wear;edukasi,Sangat Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju,2
Komik;Novel Fiksi;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi,Self Wear;edukasi,Tidak Setuju,Netral,Netral,Setuju,1
Alat Seni;Buku Non-Fiksi;Novel Fiksi,Toko alat tulis lainnya,Menambah pengetahuan;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Netral,Tidak Setuju,Netral,Setuju,5
Komik,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Aktivitas Rekreasional;Seni,edukasi,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Setuju,4
Alat Kantor/Sekolah;Buku Non-Fiksi,Toko alat tulis lainnya,Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni;Self Wear;edukasi,Netral,Tidak Setuju,Sangat Setuju,Sangat Setuju,5
Sport & mainanan,Toko alat tulis lainnya,Menambah pengetahuan;Untuk mengekspresikan kreativitas,Seni,Daily needs;edukasi,Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju,5
Sport & mainanan,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi,Self Wear;edukasi,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,5
Sport & mainanan,Website Gramedia.com,Hiburan atau relaksasi,Lifestyle,Self Wear;edukasi,Sangat Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju,3
Alat Seni,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Literasi;Seni,Self Wear;edukasi,Netral,Netral,Sangat Setuju,Sangat Tidak Setuju,5
Alat Seni,Toko buku independen lainnya,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,1
Alat Kantor/Sekolah,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs;edukasi,Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,1
Edukasi,Toko alat tulis lainnya,Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional;Lifestyle;Seni,Alat Seni;Self Wear,Netral,Setuju,Sangat Setuju,Netral,2
Alat Seni;Buku Non-Fiksi;Sport & mainanan,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Lifestyle,Self Wear,Setuju,Sangat Tidak Setuju,Setuju,Netral,3
Alat Seni;Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Seni,Alat Seni;edukasi,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Buku Anak;Sport & mainanan,Toko Gramedia,Kado atau hadiah,Lifestyle;Literasi,Alat Seni;edukasi,Netral,Setuju,Sangat Tidak Setuju,Setuju,5
Komik;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Literasi,Self Wear;edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,1
Alat Seni;Edukasi;Komik,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Aktivitas Rekreasional,Self Wear;edukasi,Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,0
Komik;Sport & mainanan,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Netral,Netral,Sangat Tidak Setuju,Tidak Setuju,1
Alat Kantor/Sekolah;Komik;Sport & mainanan,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear;edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,4
Alat Seni;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Netral,Tidak Setuju,Netral,Tidak Setuju,0
Alat Seni;Novel Fiksi,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi;Seni,Daily needs,Tidak Setuju,Sangat Setuju,Netral,Setuju,0
Edukasi;Novel Fiksi,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional;Literasi,Alat Seni;Self Wear,Setuju,Tidak Setuju,Setuju,Netral,5
Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Alat Seni;Self Wear,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,5
Alat Kantor/Sekolah;Buku Anak,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi,Self Wear;edukasi,Sangat Setuju,Netral,Tidak Setuju,Netral,1
Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Literasi,Alat Seni;Daily needs;edukasi,Netral,Tidak Setuju,Sangat Tidak Setuju,Netral,5
Buku Anak,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle,Self Wear;edukasi,Tidak Setuju,Netral,Setuju,Tidak Setuju,1
Buku Anak,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Seni,Daily needs;edukasi,Netral,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,5
Alat Seni;Edukasi,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Seni,Self Wear,Tidak Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju,4
Alat Kantor/Sekolah,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi;Seni,edukasi,Netral,Sangat Setuju,Setuju,Setuju,1
Alat Kantor/Sekolah;Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
Buku Anak;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Literasi,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Lifestyle;Literasi,edukasi,Sangat Setuju,Sangat Setuju,Tidak Setuju,Netral,4
Sport & mainanan,Website Gramedia.com,Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Lifestyle;Seni,Alat Seni;Daily needs;Self Wear,Sangat Setuju,Netral,Tidak Setuju,Tidak Setuju,4
Alat Kantor/Sekolah;Alat Seni,Website Gramedia.com,Kado atau hadiah,Literasi;Seni,Daily needs;Self Wear,Netral,Tidak Setuju,Sangat Tidak Setuju,Setuju,5
Alat Kantor/Sekolah;Edukasi,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Literasi;Seni,Alat Seni;edukasi,Setuju,Netral,Tidak Setuju,Sangat Setuju,3
Alat Kantor/Sekolah,Website Gramedia.com,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Seni,Alat Seni,Sangat Tidak Setuju,Tidak Setuju,Netral,Netral,3
Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Literasi;Seni,edukasi,Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Sport & mainanan,Aplikasi Gramedia.com,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Sangat Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju,0
Alat Seni;Komik,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi,Self Wear;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Setuju,3
Alat Kantor/Sekolah;Edukasi;Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Lifestyle,Alat Seni;Self Wear;edukasi,Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,3
Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Menambah pengetahuan,Lifestyle;Literasi;Seni,Self Wear;edukasi,Setuju,Netral,Setuju,Setuju,1
Alat Kantor/Sekolah;Alat Seni;Buku Anak,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Literasi;Seni,Daily needs,Tidak Setuju,Setuju,Netral,Sangat Setuju,0
Alat Kantor/Sekolah;Buku Anak;Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Literasi;Seni,Alat Seni;Self Wear;edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Alat Seni;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Literasi,Self Wear;edukasi,Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju,2
Buku Non-Fiksi,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Setuju,Netral,Tidak Setuju,Setuju,1
Buku Anak;Buku Non-Fiksi;Komik,Toko buku independen lainnya,Hiburan atau relaksasi;Kado atau hadiah,Seni,Alat Seni;Daily needs;Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,3
Komik;Sport & mainanan,Toko Gramedia,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,3
Alat Kantor/Sekolah;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi;Seni,Daily needs,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,3
Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Lifestyle;Seni,Self Wear;edukasi,Netral,Netral,Sangat Setuju,Setuju,1
Alat Kantor/Sekolah;Novel Fiksi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear;edukasi,Sangat Tidak Setuju,Sangat Setuju,Netral,Setuju,3
Novel Fiksi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Netral,Setuju,Netral,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Literasi,Daily needs;Self Wear;edukasi,Sangat Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju,4
Alat Kantor/Sekolah;Alat Seni,Toko alat tulis lainnya,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Netral,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,4
Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Seni,Self Wear,Setuju,Tidak Setuju,Sangat Setuju,Setuju,5
Edukasi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Literasi;Seni,Self Wear;edukasi,Tidak Setuju,Setuju,Tidak Setuju,Netral,4
Sport & mainanan,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Seni,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,5
Alat Seni;Sport & mainanan,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Netral,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,5
Buku Anak;Sport & mainanan,Toko buku independen lainnya,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Lifestyle;Literasi,Daily needs;Self Wear,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral,4
Alat Seni;Komik;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle;Seni,Daily needs;Self Wear;edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,1
Alat Kantor/Sekolah;Sport & mainanan,Website Gramedia.com,Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Seni,Self Wear;edukasi,Sangat Setuju,Setuju,Netral,Setuju,1
Alat Seni;Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Literasi,Daily needs;Self Wear,Netral,Setuju,Netral,Setuju,5
Alat Kantor/Sekolah;Komik,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,1
Alat Seni,Website Gramedia.com,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Lifestyle,Self Wear;edukasi,Netral,Tidak Setuju,Sangat Setuju,Tidak Setuju,2
Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear;edukasi,Netral,Sangat Setuju,Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Komik,Aplikasi Gramedia.com,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle;Literasi,Daily needs;edukasi,Tidak Setuju,Netral,Netral,Setuju,0
Alat Kantor/Sekolah;Alat Seni;Komik,Aplikasi Gramedia.com,Hiburan atau relaksasi,Seni,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju,3
Alat Kantor/Sekolah;Novel Fiksi,Toko Gramedia,Hiburan atau relaksasi;Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle;Literasi;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
Alat Kantor/Sekolah;Buku Non-Fiksi;Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle;Literasi;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju,0
Komik,Aplikasi Gramedia.com,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi,edukasi,Sangat Setuju,Setuju,Tidak Setuju,Tidak Setuju,2
Komik;Novel Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Lifestyle;Literasi;Seni,Alat Seni;Daily needs;edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,3
Alat Kantor/Sekolah;Alat Seni,Aplikasi Gramedia.com,Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi,Daily needs,Tidak Setuju,Sangat Tidak Setuju,Netral,Netral,3
Alat Kantor/Sekolah;Buku Non-Fiksi;Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi;Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Seni,Self Wear;edukasi,Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,2
Edukasi;Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Seni,Self Wear;edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
Sport & mainanan,Toko Gramedia,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear;edukasi,Setuju,Setuju,Tidak Setuju,Sangat Setuju,2
Komik,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Setuju,Tidak Setuju,Netral,4
Buku Non-Fiksi;Novel Fiksi,Toko alat tulis lainnya,Kado atau hadiah;Untuk mengekspresikan kreativitas,Lifestyle;Literasi;Seni,Alat Seni;Self Wear,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Netral,5
Alat Kantor/Sekolah;Novel Fiksi,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear;edukasi,Sangat Tidak Setuju,Sangat Setuju,Setuju,Netral,4
Buku Anak;Buku Non-Fiksi,Website Gramedia.com,Hiburan atau relaksasi;Kado atau hadiah,Lifestyle,Alat Seni,Netral,Tidak Setuju,Netral,Sangat Setuju,3
Alat Kantor/Sekolah;Komik,Toko alat tulis lainnya,Hiburan atau relaksasi;Menambah pengetahuan;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Seni,Daily needs,Sangat Setuju,Sangat Setuju,Tidak Setuju,Netral,4
Alat Seni,Toko alat tulis lainnya,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi,Alat Seni;Daily needs,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,2
Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Literasi,Self Wear,Netral,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,4
Buku Non-Fiksi,Toko buku independen lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Daily needs;edukasi,Netral,Sangat Tidak Setuju,Setuju,Sangat Setuju,3
Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle;Literasi,Daily needs,Netral,Sangat Setuju,Netral,Sangat Setuju,4
Komik;Novel Fiksi;Sport & mainanan,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,3
