ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat
8254,Komik,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Netral,Netral,Netral,Sangat Setuju
8255,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
8256,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju
8257,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Lifestyle,edukasi,Netral,Sangat Setuju,Tidak Setuju,Netral
8258,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Netral,Sangat Setuju
8259,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju
8260,Komik,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Tidak Setuju,Tidak Setuju,Netral
8261,Buku Non-Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Daily needs,Tidak Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju
8262,Alat Kantor/Sekolah,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Netral,Tidak Setuju,Tidak Setuju,Tidak Setuju
8263,Komik,Toko Gramedia,Hiburan atau relaksasi,Seni,Self Wear,Setuju,Sangat Setuju,Setuju,Sangat Setuju
8264,Sport & mainanan,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Literasi,Self Wear,Netral,Setuju,Tidak Setuju,Setuju
8265,Sport & mainanan,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Sangat Setuju,Sangat Tidak Setuju,Setuju,Netral
8266,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Netral,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8267,Sport & mainanan,Website Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Setuju,Setuju,Setuju,Netral
8268,Edukasi,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju
8269,Sport & mainanan,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Literasi,Alat Seni,Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju
8270,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Tidak Setuju,Setuju,Setuju
8271,Sport & mainanan,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Sangat Setuju
8272,Komik,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Setuju,Netral,Netral,Tidak Setuju
8273,Sport & mainanan,Toko Gramedia,Kado atau hadiah,Literasi,Self Wear,Sangat Setuju,Setuju,Sangat Setuju,Setuju
8274,Edukasi,Toko alat tulis lainnya,Kado atau hadiah,Literasi,edukasi,Setuju,Tidak Setuju,Setuju,Sangat Setuju
8275,Buku Non-Fiksi,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,Daily needs,Netral,Sangat Setuju,Tidak Setuju,Sangat Setuju
8276,Alat Seni,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Setuju
8277,Alat Seni,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
8278,Sport & mainanan,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Sangat Setuju,Sangat Setuju,Setuju,Tidak Setuju
8279,Alat Seni,Toko alat tulis lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju
8280,Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju
8281,Alat Kantor/Sekolah,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,Self Wear,Netral,Setuju,Setuju,Sangat Tidak Setuju
8282,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
8283,Alat Kantor/Sekolah,Toko buku independen lainnya,Kado atau hadiah,Literasi,Self Wear,Setuju,Sangat Setuju,Setuju,Sangat Setuju
8284,Sport & mainanan,Aplikasi Gramedia.com,Kado atau hadiah,Seni,Alat Seni,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
8285,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,Daily needs,Sangat Tidak Setuju,Netral,Tidak Setuju,Setuju
8286,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju
8287,Alat Seni,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Seni,Alat Seni,Sangat Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju
8288,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral
8289,Alat Seni,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Alat Seni,Setuju,Tidak Setuju,Setuju,Setuju
8290,Edukasi,Website Gramedia.com,Menambah pengetahuan,Lifestyle,Self Wear,Setuju,Tidak Setuju,Setuju,Tidak Setuju
8291,Sport & mainanan,Aplikasi Gramedia.com,Kado atau hadiah,Seni,Self Wear,Netral,Setuju,Tidak Setuju,Tidak Setuju
8292,Novel Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Sangat Setuju,Sangat Setuju,Netral
8293,Komik,Website Gramedia.com,Menambah pengetahuan,Lifestyle,Self Wear,Setuju,Setuju,Tidak Setuju,Tidak Setuju
8294,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Tidak Setuju,Netral
8295,Alat Seni,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Netral,Tidak Setuju,Sangat Setuju,Netral
8296,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral
8297,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Seni,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju
8298,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Daily needs,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
8299,Novel Fiksi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Netral,Netral,Sangat Tidak Setuju,Sangat Setuju
8300,Alat Seni,Website Gramedia.com,Kado atau hadiah,Seni,Self Wear,Sangat Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju
8301,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Menambah pengetahuan,Lifestyle,edukasi,Netral,Sangat Tidak Setuju,Tidak Setuju,Setuju
8302,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Seni,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Netral,Sangat Setuju
8303,Alat Seni,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Setuju,Sangat Setuju,Netral,Netral
8304,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju
8305,Edukasi,Website Gramedia.com,Untuk mengekspresikan kreativitas,Literasi,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Setuju,Tidak Setuju
8306,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
8307,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
8308,Buku Anak,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Literasi,Self Wear,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral
8309,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
8310,Komik,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju
8311,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
8312,Komik,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,edukasi,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Netral
8313,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Literasi,edukasi,Netral,Setuju,Sangat Setuju,Sangat Setuju
8314,Alat Kantor/Sekolah,Toko alat tulis lainnya,Menambah pengetahuan,Seni,Self Wear,Sangat Setuju,Netral,Netral,Setuju
8315,Komik,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Literasi,edukasi,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
8316,Alat Seni,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Lifestyle,edukasi,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
8317,Alat Seni,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
8318,Buku Non-Fiksi,Toko buku independen lainnya,Kado atau hadiah,Literasi,edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju
8319,Edukasi,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Tidak Setuju,Setuju,Setuju,Tidak Setuju
8320,Alat Seni,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Daily needs,Sangat Tidak Setuju,Tidak Setuju,Netral,Sangat Setuju
8321,Edukasi,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju
8322,Alat Seni,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Daily needs,Setuju,Tidak Setuju,Netral,Setuju
8323,Sport & mainanan,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Daily needs,Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8324,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju
8325,Sport & mainanan,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Sangat Setuju,Setuju,Tidak Setuju,Tidak Setuju
8326,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Netral
8327,Edukasi,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Netral,Netral,Sangat Tidak Setuju,Setuju
8328,Sport & mainanan,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
8329,Sport & mainanan,Website Gramedia.com,Hiburan atau relaksasi,Seni,Self Wear,Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju
8330,Alat Kantor/Sekolah,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Sangat Setuju
8331,Komik,Aplikasi Gramedia.com,Kado atau hadiah,Lifestyle,edukasi,Netral,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
8332,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Setuju,Setuju,Netral,Setuju
8333,Buku Anak,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Tidak Setuju,Tidak Setuju,Setuju,Netral
8334,Sport & mainanan,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,Daily needs,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju
8335,Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Setuju,Setuju,Netral,Netral
8336,Komik,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Netral,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
8337,Komik,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Netral,Netral,Sangat Setuju,Sangat Setuju
8338,Komik,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,edukasi,Sangat Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju
8339,Alat Seni,Website Gramedia.com,Hiburan atau relaksasi,Seni,Self Wear,Netral,Setuju,Setuju,Netral
8340,Alat Seni,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Setuju,Netral,Setuju,Netral
8341,Sport & mainanan,Toko buku independen lainnya,Menambah pengetahuan,Seni,Self Wear,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral
8342,Alat Kantor/Sekolah,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Setuju,Sangat Setuju,Netral
8343,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle,Alat Seni,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju
8344,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Literasi,edukasi,Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8345,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
8346,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Alat Seni,Tidak Setuju,Setuju,Tidak Setuju,Tidak Setuju
8347,Komik,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Seni,Alat Seni,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
8348,Alat Kantor/Sekolah,Toko buku independen lainnya,Kado atau hadiah,Lifestyle,Alat Seni,Setuju,Netral,Setuju,Netral
8349,Alat Seni,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Lifestyle,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
8350,Alat Kantor/Sekolah,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Netral,Setuju,Sangat Setuju,Sangat Tidak Setuju
8351,Alat Seni,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Daily needs,Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju
8352,Buku Anak,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Netral,Netral,Setuju,Sangat Setuju
8353,Buku Non-Fiksi,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju
8354,Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Netral,Netral,Sangat Tidak Setuju,Netral
8355,Alat Seni,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
8356,Sport & mainanan,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,edukasi,Setuju,Sangat Setuju,Sangat Setuju,Setuju
8357,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8358,Buku Non-Fiksi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Netral,Sangat Tidak Setuju,Setuju
8359,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
8360,Alat Seni,Website Gramedia.com,Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju
8361,Alat Seni,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju
8362,Edukasi,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Daily needs,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
8363,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Netral,Tidak Setuju,Setuju
8364,Buku Anak,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Literasi,edukasi,Tidak Setuju,Sangat Tidak Setuju,Netral,Netral
8365,Alat Seni,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Netral,Netral,Setuju,Sangat Tidak Setuju
8366,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Netral
8367,Alat Seni,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Setuju,Netral,Sangat Setuju,Netral
8368,Buku Anak,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju
8369,Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Netral,Tidak Setuju,Sangat Setuju,Sangat Setuju
8370,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju
8371,Komik,Toko buku independen lainnya,Kado atau hadiah,Lifestyle,Self Wear,Sangat Setuju,Netral,Netral,Tidak Setuju
8372,Buku Non-Fiksi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Sangat Setuju,Sangat Setuju
8373,Buku Anak,Website Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Setuju,Setuju,Setuju,Setuju
8374,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Netral,Netral,Tidak Setuju,Netral
8375,Komik,Website Gramedia.com,Untuk mengekspresikan kreativitas,Literasi,Alat Seni,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju
8376,Komik,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
8377,Novel Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju
8378,Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Tidak Setuju,Netral
8379,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Literasi,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Setuju
8380,Buku Non-Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Netral,Setuju,Sangat Setuju,Sangat Tidak Setuju
8381,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,edukasi,Netral,Setuju,Sangat Tidak Setuju,Setuju
8382,Buku Non-Fiksi,Toko buku independen lainnya,Kado atau hadiah,Seni,Self Wear,Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju
8383,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju
8384,Alat Seni,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral
8385,Buku Anak,Aplikasi Gramedia.com,Kado atau hadiah,Lifestyle,Alat Seni,Setuju,Sangat Setuju,Sangat Setuju,Netral
8386,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju
8387,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Tidak Setuju,Setuju,Netral
8388,Buku Non-Fiksi,Toko Gramedia,Menambah pengetahuan,Seni,edukasi,Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju
8389,Komik,Toko Gramedia,Menambah pengetahuan,Literasi,Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju
8390,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Literasi,Alat Seni,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8391,Novel Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
8392,Sport & mainanan,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Netral,Sangat Setuju,Netral,Sangat Tidak Setuju
8393,Alat Kantor/Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,Alat Seni,Setuju,Tidak Setuju,Setuju,Sangat Setuju
8394,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Netral,Setuju,Sangat Tidak Setuju
8395,Alat Seni,Toko alat tulis lainnya,Kado atau hadiah,Literasi,edukasi,Netral,Sangat Setuju,Netral,Sangat Tidak Setuju
8396,Komik,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Setuju,Setuju,Tidak Setuju,Netral
8397,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Alat Seni,Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8398,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Netral,Netral,Tidak Setuju
8399,Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Netral,Netral
8400,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
8401,Buku Non-Fiksi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
8402,Sport & mainanan,Website Gramedia.com,Kado atau hadiah,Seni,Self Wear,Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju
